x,y,acceleration,velocity
4.866991,-244.821417,193.9105655721776,698.0780360598394
4.95996,-249.817438,194.51950901495985,700.2702324538554
5.052575,-254.813432,195.06755811346386,702.2432092084699
5.147529,-259.80928,195.56080230211748,704.018888287623
5.249539,-264.804781,196.00472207190575,705.6169994588607
5.363383,-269.799727,196.40424986471518,707.0552995129747
5.493837,-274.793913,196.76382487824367,708.3497695616772
5.645677,-279.787133,197.0874423904193,709.5147926055096
5.823679,-284.779181,197.3786981513774,710.5633133449586
6.032619,-289.76985,197.64082833623965,711.5069820104627
6.277275,-294.758934,197.87674550261568,712.3562838094165
6.562421,-299.746228,198.08907095235412,713.1206554284748
6.892835,-304.731526,198.2801638571187,713.8085898856274
7.273292,-309.71462,198.45214747140685,714.4277308970646
7.708569,-314.695306,198.60693272426616,714.9849578073582
8.203375,-319.673189,198.74623945183956,715.4864620266225
8.761892,-324.646401,198.87161550665562,715.9378158239602
9.388056,-329.612385,198.98445395599006,716.3440342415643
10.085802,-334.568577,199.08600856039106,716.7096308174079
10.859064,-339.512413,199.17740770435196,717.0386677356671
11.711775,-344.441332,199.25966693391678,717.3348009621004
12.64787,-349.352769,199.3337002405251,717.6013208658904
13.671283,-354.244163,199.4003302164726,717.8411887793014
14.785949,-359.11295,199.46029719482536,718.0570699013713
15.995801,-363.956566,199.51426747534282,718.2513629112342
17.304773,-368.77245,199.56284072780855,718.4262266201108
18.7168,-373.558037,199.6065566550277,718.5836039580997
20.235784,-378.310756,199.64590098952493,718.7252435622897
21.86423,-383.0276,199.68131089057243,718.8527192060608
23.602731,-387.704971,199.7131798015152,718.9674472854547
25.451745,-392.339228,199.74186182136367,719.0707025569093
27.411727,-396.926731,199.76767563922732,719.1636323012184
29.483133,-401.463838,199.7909080753046,719.2472690710965
31.666419,-405.946909,199.81181726777413,719.3225421639869
33.960918,-410.373229,199.83063554099672,719.3902879475883
36.36119,-414.744014,199.84757198689707,719.4512591528295
38.860522,-419.061526,199.86281478820737,719.5061332375466
41.452206,-423.32803,199.87653330938664,719.555519913792
44.12953,-427.545786,199.888879978448,719.5999679224128
46.885785,-431.717059,199.8999919806032,719.6399711301716
49.714457,-435.843959,199.9099927825429,719.6759740171544
52.612235,-439.92615,199.9189935042886,719.708376615439
55.578423,-443.961295,199.92709415385974,719.7375389538951
58.612402,-447.947,199.93438473847377,719.7637850585056
61.713552,-451.880869,199.9409462646264,719.787406552655
64.881252,-455.76051,199.94685163816376,719.8086658973896
68.114884,-459.583526,199.9521664743474,719.8277993076506
71.413827,-463.347524,199.95694982691265,719.8450193768856
74.777462,-467.050108,199.9612548442214,719.8605174391971
78.205168,-470.688885,199.96512935979928,719.8744656952774
81.696326,-474.261459,199.96861642381936,719.8870191257497
85.250317,-477.765437,199.97175478143743,719.8983172131748
88.866519,-481.198425,199.9745793032937,719.9084854918573
92.544221,-484.558721,199.97712137296432,719.9176369426716
96.282491,-487.846267,199.9794092356679,719.9258732484045
100.080368,-491.061248,199.98146831210113,719.9332859235641
103.936886,-494.203849,199.98332148089102,719.9399573312077
107.851083,-497.274255,199.98498933280192,719.9459615980869
111.821995,-500.272648,199.98649039952173,719.9513654382782
115.848659,-503.199214,199.98784135956956,719.9562288944504
119.930112,-506.054138,199.9890572236126,719.9606060050054
124.06539,-508.837604,199.99015150125135,719.9645454045049
128.253529,-511.549796,199.99113635112622,719.9680908640544
132.493568,-514.190898,199.9920227160136,719.971281777649
136.784541,-516.761096,199.99282044441225,719.9741535998841
141.12548,-519.260528,199.99353839997102,719.9767382398957
145.515098,-521.687259,199.99418455997392,719.9790644159061
