x,y,acceleration,velocity
1345.001949,569.970677,199.98265848101235,719.9375705316445
1340.156521,568.733226,199.98439263291112,719.94381347848
1335.308928,567.503769,199.98595336962,719.9494321306321
1330.459439,566.281287,199.98735803265802,719.9544889175689
1325.60832,565.064761,199.98862222939223,719.9590400258121
1320.755842,563.853172,199.98976000645303,719.963136023231
1315.902273,562.645502,199.99078400580774,719.9668224209079
1311.047881,561.44073,199.99170560522697,719.9701401788171
1306.192936,560.237838,199.99253504470428,719.9731261609354
1301.337704,559.035808,199.99328154023385,719.9758135448419
1296.482456,557.83362,199.99395338621048,719.9782321903577
1291.627459,556.630254,199.99455804758944,719.9804089713219
1286.772982,555.424694,199.99510224283048,719.9823680741897
1281.919267,554.216027,199.99559201854743,719.9841312667708
1277.066243,553.004609,199.9960328166927,719.9857181400937
1272.213641,551.791598,199.99642953502342,719.9871463260844
1267.361187,550.57817,199.9967865815211,719.988431693476
1262.508608,549.365499,199.997107923369,719.9895885241284
1257.655631,548.154758,199.9973971310321,719.9906296717156
1252.801983,546.947122,199.9976574179289,719.9915667045441
1247.947391,545.743765,199.99789167613602,719.9924100340897
1243.091581,544.545862,199.99810250852244,719.9931690306807
1238.234281,543.354585,199.9982922576702,719.9938521276127
1233.375217,542.171111,199.99846303190319,719.9944669148515
1228.514116,540.996611,199.99861672871288,719.9950202233664
1223.650704,539.832262,199.9987550558416,719.9955182010298
1218.78471,538.679236,199.99887955025744,719.9959663809268
1213.915859,537.538709,199.9989915952317,719.9963697428342
1209.043878,536.411853,199.99909243570855,719.9967327685508
1204.168495,535.299844,199.9991831921377,719.9970594916957
1199.289451,534.203789,199.99926487292393,719.9973535425262
1194.406873,533.123104,199.99933838563155,719.9976181882736
1189.521296,532.055407,199.9994045470684,719.9978563694463
1184.633276,530.99823,199.99946409236156,719.9980707325017
1179.743366,529.949106,199.99951768312542,719.9982636592515
1174.852124,528.905565,199.99956591481288,719.9984372933263
1169.960102,527.865141,199.99960932333158,719.9985935639937
1165.067858,526.825365,199.99964839099843,719.9987342075943
1160.175944,525.78377,199.99968355189858,719.9988607868349
1155.284868,524.738115,199.99971519670873,719.9989747081514
1150.394591,523.688674,199.99974367703786,719.9990772373363
1145.504735,522.637283,199.99976930933408,719.9991695136027
1140.614919,521.585798,199.99979237840068,719.9992525622425
1135.724763,520.536076,199.99981314056063,719.9993273060182
1130.833884,519.489974,199.99983182650456,719.9993945754164
1125.9419,518.44935,199.9998486438541,719.9994551178748
1121.048431,517.41606,199.9998637794687,719.9995096060874
1116.153096,516.391954,199.99987740152184,719.9995586454786
1111.255668,515.378157,199.99988966136965,719.9996027809308
1106.356187,514.37452,199.9999006952327,719.9996425028377
1101.454719,513.380761,199.99991062570942,719.999678252554
1096.551332,512.396601,199.9999195631385,719.9997104272986
1091.646093,511.42176,199.99992760682466,719.9997393845688
1086.739069,510.455958,199.9999348461422,719.999765446112
1081.830328,509.498914,199.999941361528,719.9997889015008
1076.919936,508.550349,199.9999472253752,719.9998100113507
1072.007961,507.609982,199.9999525028377,719.9998290102156
1067.09447,506.677533,199.9999572525539,719.9998461091941
1062.17953,505.752723,199.99996152729852,719.9998614982748
1057.263208,504.83527,199.9999653745687,719.9998753484473
1052.345572,503.924896,199.99996883711182,719.9998878136025
1047.426689,503.021319,199.99997195340063,719.9998990322423
1042.506625,502.12426,199.99997475806057,719.9999091290181
1037.585449,501.233438,199.99997728225452,719.9999182161163
1032.663227,500.348575,199.99997955402907,719.9999263945047
1027.740011,499.469456,199.99998159862616,719.9999337550543
1022.815806,498.596078,199.99998343876356,719.9999403795489
1017.89061,497.728474,199.99998509488722,719.9999463415941
1012.964419,496.866677,199.99998658539852,719.9999517074347
1008.037229,496.010721,199.99998792685867,719.9999565366912
1003.109038,495.160639,199.9999891341728,719.9999608830221
998.179843,494.316466,199.99999022075554,719.99996479472
993.249639,493.478234,199.99999119868,719.999968315248
988.318423,492.645977,199.999992078812,719.9999714837232
983.386193,491.819729,199.9999928709308,719.9999743353509
978.452945,490.999523,199.99999358383772,719.9999769018158
973.518676,490.185393,199.99999422545395,719.9999792116342
968.583382,489.377373,199.99999480290856,719.9999812904708
963.64706,488.575495,199.9999953226177,719.9999831614238
958.709708,487.779794,199.99999579035594,719.9999848452813
953.771321,486.990302,199.99999621132034,719.9999863607533
948.831896,486.207055,199.99999659018832,719.9999877246779
943.89143,485.430093,199.99999693116948,719.9999889522102
938.949925,484.659505,199.99999723805254,719.9999900569892
934.007379,483.895393,199.9999975142473,719.9999910512903
929.063793,483.137862,199.99999776282257,719.9999919461612
924.11917,482.387015,199.9999979865403,719.9999927515452
919.173508,481.642955,199.9999981878863,719.9999934763906
914.226809,480.905786,199.99999836909765,719.9999941287516
909.279074,480.17561,199.9999985321879,719.9999947158765
904.330303,479.452532,199.99999867896912,719.9999952442888
899.380497,478.736654,199.9999988110722,719.99999571986
894.429656,478.02808,199.999998929965,719.999996147874
889.477782,477.326914,199.9999990369685,719.9999965330866
884.524874,476.633258,199.99999913327164,719.9999968797779
879.570934,475.947217,199.99999921994447,719.9999971918002
874.615963,475.268893,199.99999929795004,719.9999974726202
869.659961,474.598389,199.99999936815504,719.9999977253582
864.702928,473.93581,199.99999943133955,719.9999979528224
859.744871,473.281212,199.9999994882056,719.9999981575402
854.785846,472.634183,199.99999953938504,719.9999983417862
849.825939,471.994042,199.99999958544655,719.9999985076075
844.865236,471.360105,199.99999962690188,719.9999986568467
839.903822,470.731689,199.99999966421169,719.999998791162
834.941784,470.108108,199.9999996977905,719.9999989120458
829.979208,469.48868,199.99999972801146,719.9999990208413
825.01618,468.872719,199.99999975521033,719.9999991187572
